,Year,Teams,Ranking,avg player value (EU),avg player wage,Transfer Spend (Euros),MA
52,2017,Udinese Calcio,13.0,4731896.0,18517.0,20.332,18.9
53,2017,Chievo Verona,14.0,2411500.0,4900.0,2.655,6.5
54,2017,Bologna 1909,15.0,3637903.0,13097.0,11.7,
55,2017,Cagliari Calcio,16.0,2337083.0,6583.0,27.976999999999997,
56,2017,SPAL,17.0,539285.0,1393.0,,
57,2017,FC Crotone,18.0,1153906.0,2375.0,2.7,
58,2017,Hellas Verona,19.0,1705833.0,4292.0,2.75,
59,2017,Benevento Calcio,20.0,582884.0,1577.0,20.782,
60,2016,Juventus,1.0,15003846.0,102154.0,176.21999999999997,123.24
61,2016,AS Roma,2.0,9617777.0,68556.0,92.34,78.67
62,2016,Napoli,3.0,10291153.0,74000.0,89.181,52.98
63,2016,Atalanta,4.0,2759629.0,29889.0,12.906000000000002,14.73
64,2016,SS Lazio,5.0,7606666.0,59100.0,29.43500000000001,24.81
65,2016,AC Milan,6.0,7828703.0,65963.0,26.599999999999994,44.62
66,2016,Inter Milan,7.0,8390178.0,61786.0,143.6,83.69
67,2016,ACF Fiorentina,8.0,5548000.0,43480.0,14.157,17.92
68,2016,Torino,9.0,4833214.0,38214.0,25.63,23.62
69,2016,Sampdoria,10.0,3073571.0,29571.0,35.69,29.57
70,2016,Cagliari Calcio,11.0,1299000.0,15720.0,8.316,
71,2016,Sassuolo,12.0,2776481.0,24333.0,24.758000000000006,22.81
72,2016,Udinese Calcio,13.0,3186607.0,30500.0,17.099999999999998,20.89
73,2016,Chievo Verona,14.0,2349821.0,27821.0,11.320000000000002,8.2
74,2016,Bologna 1909,15.0,2073064.0,20645.0,28.17,
75,2016,Genoa,16.0,3837413.0,34207.0,24.480000000000004,15.4
76,2016,FC Crotone,17.0,556041.0,5583.0,5.355,
77,2016,FC Empoli,18.0,1839600.0,18440.0,6.300000000000002,
78,2016,Palermo,19.0,2221481.0,21296.0,7.63,12.13
79,2016,Parma,20.0,623958.0,6042.0,,
80,2015,Juventus,1.0,0.0,0.0,139.414,78.15
81,2015,Napoli,2.0,0.0,0.0,38.43,55.49
82,2015,AS Roma,3.0,0.0,0.0,54.093999999999994,70.5
83,2015,Inter Milan,4.0,0.0,0.0,92.21,
84,2015,ACF Fiorentina,5.0,0.0,0.0,31.41,29.19
85,2015,Sassuolo,6.0,0.0,0.0,27.64,28.5
86,2015,AC Milan,7.0,0.0,0.0,92.043,48.69
87,2015,SS Lazio,8.0,0.0,0.0,33.53,23.05
88,2015,Chievo Verona,9.0,0.0,0.0,5.534999999999998,5.6
89,2015,FC Empoli,10.0,0.0,0.0,5.715,
90,2015,Genoa,11.0,0.0,0.0,15.029999999999998,14.28
91,2015,Atalanta,12.0,0.0,0.0,21.314000000000004,13.83
92,2015,Torino,13.0,0.0,0.0,25.245000000000005,21.2
93,2015,Bologna 1909,14.0,0.0,0.0,23.965,
94,2015,Sampdoria,15.0,0.0,0.0,31.201,23.56
95,2015,Palermo,16.0,0.0,0.0,11.025,
96,2015,Udinese Calcio,17.0,0.0,0.0,19.283,22.51
97,2015,Carpi 1909,18.0,0.0,0.0,0.27,
98,2015,Frosinone Calcio,19.0,0.0,0.0,0.36,
99,2015,Hellas Verona,1.0,0.0,0.0,5.67,
116,2016,Delfino Pescara 1936,,,,12.860999999999995,
126,2018,Parma Calcio 1913,,,,18.91,
127,2019,Parma Calcio 1913,,,,22.384,
130,2017,SPAL 2013,,,,7.862999999999999,
