,Year,Teams,Ranking,avg player value (EU),avg player wage,Transfer Spend (Euros),MA
62,2016,Manchester City,3.0,14970689.0,97034.0,193.5,157.8
63,2016,Liverpool,4.0,10711111.0,78370.0,71.91,107.35
64,2016,Arsenal,5.0,12559062.0,82344.0,101.736,77.56
65,2016,Manchester United,6.0,13582037.0,83333.0,166.5,160.91
66,2016,Everton,7.0,6733928.0,53679.0,77.39999999999998,52.52
67,2016,Southampton,8.0,4696129.0,34484.0,62.00999999999999,67.5
68,2016,Bournemouth,9.0,2162758.0,23414.0,36.626,
69,2016,West Bromwich Albion,10.0,3350000.0,32033.0,34.11,31.71
70,2016,West Ham United,11.0,4050161.0,36613.0,75.15,51.41
71,2016,Leicester City,12.0,2496612.0,26581.0,82.44000000000003,49.31
72,2016,Stoke City,13.0,5223928.0,42429.0,34.903,28.27
73,2016,Crystal Palace,14.0,3330517.0,36828.0,91.17,48.4
74,2016,Swansea City,15.0,4596666.0,37767.0,52.29,36.43
75,2016,Burnley,16.0,1390370.0,17630.0,41.03999999999999,
76,2016,Watford,17.0,2790178.0,32536.0,63.41499999999999,
77,2016,Hull City,18.0,2003392.0,22536.0,36.00000000000001,
78,2016,Middlesbrough,19.0,1437777.0,17926.0,43.16,
79,2016,Sunderland,20.0,3335156.0,33688.0,37.72,39.14
80,2015,Leicester City,1.0,0.0,0.0,44.91,
81,2015,Arsenal,2.0,0.0,0.0,23.85,58.42
82,2015,Tottenham Hotspur,3.0,0.0,0.0,63.89999999999999,72.61
83,2015,Manchester United,4.0,0.0,0.0,140.39999999999998,128.55
84,2015,Manchester City,5.0,0.0,0.0,187.37599999999998,128.1
85,2015,Southampton,6.0,0.0,0.0,54.09,58.71
86,2015,West Ham United,7.0,0.0,0.0,47.43,33.56
87,2015,Liverpool,8.0,0.0,0.0,113.85,100.81
88,2015,Stoke City,9.0,0.0,0.0,48.29,18.74
89,2015,Chelsea,10.0,0.0,0.0,81.45,107.57
90,2015,Everton,11.0,0.0,0.0,44.01,36.26
91,2015,Swansea City,12.0,0.0,0.0,19.629,26.99
92,2015,Watford,13.0,0.0,0.0,75.17999999999998,
93,2015,West Bromwich Albion,14.0,0.0,0.0,38.61,25.05
94,2015,Bournemouth,15.0,0.0,0.0,49.604000000000006,
95,2015,Crystal Palace,16.0,0.0,0.0,25.92,27.91
96,2015,Sunderland,17.0,0.0,0.0,59.45,36.75
97,2015,Newcastle United,18.0,0.0,0.0,97.124,
98,2015,Norwich City,19.0,0.0,0.0,39.47,
99,2015,Aston Villa,10.0,0.0,0.0,59.895,
